"approx_date_closed","approx_date_reopened","bin","borough","closuretype","doittid","editdate","gispropnum","omppropid","parkdistrict","status","system","polygon"
"2020-05-12T14:35:01.000","2020-06-22T00:00:00.000","5106626","R",,"736914","2020-08-12T21:57:12.000","R109","R109","R-01","Reopened","R109-BLG1292","POLYGON ((-74.11786007016066 40.63855830042582, -74.1178826181023 40.63849808929209, -74.11791292293512 40.638504675238195, -74.11791838224124 40.63849009473207, -74.11791035251564 40.638488350555086, -74.11792948244116 40.63843726607941, -74.11800629460642 40.63845395765275, -74.11798716473493 40.638505042141105, -74.11794973838923 40.638496909222916, -74.11794427790564 40.63851148883122, -74.11796684866302 40.63851639332107, -74.11794430197337 40.638576604470025, -74.11786007016066 40.63855830042582))"
"2020-05-12T14:35:00.000","2020-06-22T16:54:43.000","5043872","R","Completely Locked","163993","2020-08-12T21:57:12.000","R035","R035","RR-06","Reopened","R035-BLG1291","POLYGON ((-74.07382929542482 40.614694404101165, -74.07391781557614 40.61465793913762, -74.07400829120502 40.614785486586065, -74.07391977093398 40.61482195161881, -74.07382929542482 40.614694404101165))"
"2020-05-12T14:34:59.000",,"5089715","R","Completely Locked","362233","2020-08-12T21:57:11.000","R034","R034","RR-07","UnderConstruction","R034-BLG1290","POLYGON ((-74.11503454933607 40.62950872520094, -74.11504847391386 40.6294818757625, -74.11507776918192 40.62946417013112, -74.11511709206208 40.62946006491691, -74.11515030201149 40.62947115128609, -74.11517365171812 40.62949440364735, -74.11517510172337 40.62950246635441, -74.11519874391323 40.62949999775586, -74.11520710263366 40.62954646703571, -74.11502023035897 40.629565976598265, -74.11501175600898 40.629518865349716, -74.11503591936469 40.62951634223216, -74.11503454933607 40.62950872520094))"
"2020-05-12T14:34:57.000",,"5005186","R","Completely Locked","294288","2020-08-12T21:57:11.000","R033","R033","R-01","UnderConstruction","R033-BLG1289","POLYGON ((-74.12903867594872 40.63376019391621, -74.12905346834158 40.633721228918866, -74.1291421266593 40.63374524170314, -74.1291862863521 40.63381776771434, -74.12915740669757 40.6338825385486, -74.12910605511821 40.63386911543341, -74.12911464550572 40.633843083457926, -74.12907014317386 40.63376999407848, -74.12903867594872 40.63376019391621))"
,,"5141707","R",,"849374","2020-08-12T21:57:11.000","R005","R005-ZN01","R-01","Active","R005-ZN01-BLG1284","POLYGON ((-74.10705868980735 40.61833866967612, -74.10701127657808 40.61825867639141, -74.10707615885842 40.618236346083, -74.10709890329038 40.6182747204214, -74.10715530159949 40.61825530935751, -74.10713899512355 40.618227798322096, -74.10723367685623 40.61819521202659, -74.1072487806091 40.61822069439577, -74.10730533119279 40.61820123088578, -74.10728378823951 40.61816488524159, -74.10735232942477 40.61814129513485, -74.10739940762814 40.61822072216529, -74.10733086637646 40.61824431139933, -74.10732092200224 40.61822753496682, -74.10724292116406 40.618254381159666, -74.10724930347253 40.618265149942644, -74.1071976887026 40.61828291404115, -74.10719130640081 40.61827214525536, -74.10711329246466 40.61829899497435, -74.10712357214808 40.61831633844062, -74.10705868980735 40.61833866967612))"
"2020-05-12T14:34:53.000",,"5166119","R",,"1195237","2020-08-12T21:57:11.000","R005","R005-ZN01","R-01","UnderConstruction","R005-ZN01-BLG1283","POLYGON ((-74.10464312925173 40.61657924276394, -74.10459850187965 40.616600996752645, -74.10459268632086 40.616594068929906, -74.10454233419388 40.61653408687624, -74.10453988342435 40.61653116781355, -74.10458451195062 40.61650941384634, -74.10463612718559 40.616486347746154, -74.10468857850617 40.6165488312969, -74.10463820994083 40.61657338304651, -74.10464312925173 40.61657924276394))"
,,"3239888","B",,"176598","2020-08-12T21:57:10.000","B057","B057-ZN01","B-18","Active","B057-ZN01-BLG1211","POLYGON ((-73.93735226037893 40.607978356387974, -73.93734220533676 40.60797430666354, -73.93733251349735 40.60796977265561, -73.93733106088021 40.60796899111118, -73.9373232250186 40.607964771495936, -73.93731437887354 40.60795932391797, -73.93730601166847 40.60795345425588, -73.93729815882914 40.6079471859426, -73.93729085105286 40.60794054420961, -73.93728412021454 40.60793355879162, -73.93727799464683 40.60792625671989, -73.93727249913405 40.60791866862572, -73.93727030236434 40.607915112166786, -73.93726765609578 40.60791082694032, -73.93726348676975 40.607902764094035, -73.93726000766671 40.60789451341529, -73.93725723411487 40.607886109132394, -73.93725517671521 40.607877586371465, -73.93725384488714 40.60786898025808, -73.93724526432763 40.60786886841139, -73.93724445689651 40.60785924769612, -73.93724445768721 40.60784960761068, -73.93724526429891 40.60783998777666, -73.93724687551426 40.607830426015376, -73.93724928420606 40.60782096194575, -73.93725247970252 40.6078116351849, -73.9372564489713 40.60780248264709, -73.93725657207504 40.607802249479164, -73.93726117661677 40.60779354124522, -73.93726664369868 40.60778484789019, -73.93734175710505 40.607809822510774, -73.93734742170092 40.607803435495995, -73.93735372874009 40.607797407238756, -73.93736063919327 40.60779177734063, -73.93736811167288 40.607786579998866, -73.93737609770281 40.607781848506185, -73.93738454763049 40.607777610751626, -73.93739341062262 40.607773893723014, -73.93740262994152 40.60777072080298, -73.93737923417372 40.60771701714732, -73.93740244308552 40.60771419044455, -73.93745153630837 40.607708211591515, -73.93745017973794 40.60770202877096, -73.93749626856739 40.60770826384216, -73.93749754841876 40.60770426532076, -73.9375076436222 40.607707032710486, -73.93751034756848 40.60770777350902, -73.93752283776067 40.60771188667855, -73.93753496938682 40.607716585891545, -73.93754669519834 40.60772185581361, -73.93755796913565 40.607727673006195, -73.93756874631814 40.607734016733154, -73.93757898659658 40.60774086085762, -73.93758864745851 40.607748179241554, -73.93759769230194 40.60775594304848, -73.9376060857079 40.60776412164161, -73.93761379462238 40.607772682584375, -73.93760595576876 40.60777546274271, -73.93762543498804 40.607804925781586, -73.93761818612958 40.607807290219846, -73.9376167465228 40.607807759510884, -73.93762038020617 40.60781627411565, -73.93762327170421 40.60782495131194, -73.93762541041589 40.60783375507317, -73.93762678574302 40.607842646671294, -73.93762739181268 40.607851588281136, -73.93762722747917 40.607860541179704, -73.93762629041592 40.60786946574272, -73.93762458774759 40.607878324152125, -73.93762212541712 40.60788707858925, -73.93761891409375 40.60789569123788, -73.9376149679916 40.607904124283735, -73.93761030368543 40.60791234261544, -73.93760494129731 40.6079203084219, -73.93759890448909 40.607927989297025, -73.93759221928651 40.60793535193565, -73.93758770039321 40.60793968999696, -73.93758491407792 40.60794236393412, -73.93757701961218 40.607948995591954, -73.93756857254614 40.607955217211675, -73.93755960598784 40.607961003596515, -73.93755016131807 40.6079663277532, -73.93754027873021 40.607971168991504, -73.93752999960087 40.60797550482063, -73.937531881365 40.60797477912231, -73.93754254669324 40.6079908430229, -73.93753094287183 40.607995318613696, -73.93752359586293 40.607997741526525, -73.9375190063456 40.60799925551042, -73.93750678320933 40.608002640230225, -73.93749431483054 40.608005460188174, -73.93748164730069 40.60800770550359, -73.93746882552794 40.608009368096056, -73.93745589560035 40.60801044168703, -73.93744290596672 40.608010922700686, -73.93742990034771 40.608010809359804, -73.93741692837031 40.60801010169142, -73.93740403493179 40.608008803322, -73.93739126611172 40.608006916978304, -73.93737867034713 40.608004451691976, -73.93736813656335 40.60800186775847, -73.93736629016855 40.608001414690406, -73.93735417046565 40.60799781770489, -73.93734235612622 40.60799367426787, -73.93734838387628 40.60798435175007, -73.93735226037893 40.607978356387974))"
"2020-05-12T14:34:52.000","2020-06-22T00:00:00.000","5107209","R","Completely Locked","109113","2020-08-12T21:57:11.000","R076","R076","R-01","Reopened","R076-BLG1279","POLYGON ((-74.14630117224716 40.62303990317228, -74.14630978127374 40.623023911563024, -74.14637771115437 40.6230451413337, -74.14634893792507 40.62309859149332, -74.14628954329142 40.62308002899572, -74.1462810079992 40.623077361705725, -74.14630117224716 40.62303990317228))"
"2020-05-12T14:34:51.000","2020-06-22T16:52:14.000","5143126","R","Completely Locked","968005","2020-08-12T21:57:11.000","R069","R069","R-01","Reopened","R069-BLG1278","POLYGON ((-74.09823411864433 40.61353197023115, -74.09830181465544 40.61351247099668, -74.09832750637553 40.61356430105732, -74.0982598138525 40.61358379219911, -74.09823411864433 40.61353197023115))"
"2020-05-12T14:34:50.000","2020-06-22T00:00:00.000","5154091","R","Completely Locked","1201667","2020-08-12T21:57:11.000","R068","R068","R-01","Reopened","R068-BLG1276","POLYGON ((-74.16501203040525 40.63097779438638, -74.1650134999094 40.630921022532476, -74.16507516329001 40.63092194890472, -74.16508993285628 40.63092217083944, -74.16508960703761 40.63093476059104, -74.16508846341716 40.630978942694334, -74.16501203040525 40.63097779438638))"
"2020-05-12T14:34:49.000",,"5158382","R","Completely Locked","328020","2020-08-12T21:57:11.000","R061","R061","R-01","UnderConstruction","R061-BLG1260","POLYGON ((-74.07912048241137 40.62266074820516, -74.07921767138254 40.62262974749389, -74.0792464240055 40.622682082142674, -74.07914923497147 40.622713082878086, -74.07912048241137 40.62266074820516))"
"2020-05-28T16:52:58.000","2020-06-22T00:00:00.000","3029666","B","Completely Locked","46092","2020-08-12T21:57:10.000","B159","B159","B-08","Reopened","B159-BLG1257","POLYGON ((-73.96580839019497 40.67213577011442, -73.96586651617486 40.67210130664469, -73.96590264209941 40.67213662926235, -73.96593256186524 40.6721658832596, -73.96587443586326 40.67220034676244, -73.96584549018378 40.672172044884, -73.96580839019497 40.67213577011442))"
"2020-05-12T14:34:46.000","2020-06-22T00:00:00.000","3235261","B","Completely Locked","718365","2020-08-12T21:57:10.000","B274","B274","B-18","Reopened","B274-BLG1223","POLYGON ((-73.88716698511124 40.634936937141134, -73.8872186220531 40.63490077339781, -73.88726851802748 40.6349421228654, -73.88721688226278 40.63497828663209, -73.88716698511124 40.634936937141134))"
"2020-05-12T14:34:44.000","2020-06-22T00:00:00.000","3421262","B","Completely Locked","1206475","2020-08-12T21:57:10.000","B329","B329-01","B-18","Reopened","B329-01-BLG1216","POLYGON ((-73.91116568094738 40.61227900406036, -73.91121193315041 40.61223135447474, -73.91127712149003 40.6122681037685, -73.9112308693081 40.6123157533802, -73.91116568094738 40.61227900406036))"
,"2020-06-22T00:00:00.000","3235032","B",,"103183","2020-08-12T21:57:10.000","B018","B018-ZN01","B-18","Reopened","B018-BLG1203","POLYGON ((-73.89577823967295 40.629000531843154, -73.89582775294227 40.62896883697909, -73.89584270483185 40.628982394349684, -73.8960221360729 40.62886753240953, -73.89600718417259 40.628853975062086, -73.89605573770324 40.628822893386264, -73.89615699246113 40.62891470917375, -73.89587949431859 40.62909234787326, -73.89577823967295 40.629000531843154))"
,,"3411208","B",,"688186","2020-08-12T21:57:10.000","B018","B018-ZN05","B-18","Active","B018-BLG1202","POLYGON ((-73.88306476138432 40.635980477977185, -73.88322911986036 40.635876828587726, -73.88333999680054 40.6359788646566, -73.88317563824543 40.63608251420338, -73.88306476138432 40.635980477977185))"
"2020-05-12T14:34:41.000","2020-06-22T00:00:00.000","3381007","B","Completely Locked","947432","2020-08-12T21:57:09.000","B304","B304","B-17","Reopened","B304-BLG1201","POLYGON ((-73.92171466777096 40.65868901146733, -73.92176639458077 40.658652537000364, -73.9218157606328 40.658693137955396, -73.92176403381856 40.658729612444354, -73.92171466777096 40.65868901146733))"
"2020-05-12T14:34:40.000","2020-06-22T00:00:00.000",,"B","Completely Locked",,"2020-08-12T21:57:09.000","B285","B285","B-17","Reopened","B285-BLG1200","POLYGON ((-73.92327701430577 40.64329391560409, -73.92328226633074 40.643349910649185, -73.92320719094764 40.64335414880982, -73.92320193780313 40.64329815376056, -73.92327701430577 40.64329391560409))"
"2020-05-12T14:34:39.000","2020-06-22T00:00:00.000","3425816","B","Completely Locked","1283732","2020-08-12T21:57:09.000","B234","B234","B-17","Reopened","B234-BLG1198","POLYGON ((-73.93141925417667 40.64786536064829, -73.93142487071425 40.64792224611802, -73.93134935907972 40.64792657398333, -73.93134373433016 40.64786968850497, -73.93141925417667 40.64786536064829))"
"2020-05-12T14:34:36.000","2020-06-22T00:00:00.000","3411022","B",,"842163","2020-08-12T21:57:09.000","B218","B218","B-17","Reopened","B218-BLG1197","POLYGON ((-73.9380692898276 40.63802775945672, -73.93819857554345 40.63802030788008, -73.93820208092752 40.638055612808145, -73.93820319474092 40.638066823066524, -73.93820516704287 40.63808667786751, -73.93814742452412 40.63809000575812, -73.93814634046277 40.638090068211326, -73.93807588001704 40.63809412945085, -73.93807245550424 40.638059643134305, -73.9380692898276 40.63802775945672))"
"2020-05-12T14:34:35.000","2020-06-22T00:00:00.000","3113806","B","Completely Locked","1283731","2020-08-12T21:57:09.000","B250","B250","B-17","Reopened","B250-BLG1196","POLYGON ((-73.94743621538191 40.63842461222838, -73.94743016241242 40.63836671150265, -73.94750429316184 40.63836102707429, -73.94751128542185 40.63841964323691, -73.94743621538191 40.63842461222838))"
,,"3082941","B",,"654669","2020-08-12T21:57:09.000","B343","B343","B-16","Active","B343-BLG1193","POLYGON ((-73.9061054999988 40.65605971607829, -73.90618245045175 40.656048127074335, -73.90619769348793 40.65610683072882, -73.9061207417874 40.65611841974189, -73.9061054999988 40.65605971607829))"
"2020-05-12T14:34:33.000","2020-06-20T00:00:00.000","3417531","B","Completely Locked","1199595","2020-08-12T21:57:09.000","B110","B110","B-16","Reopened","B110-BLG1182","POLYGON ((-73.91330812038485 40.681824282116224, -73.91339822748057 40.681815113390705, -73.91340638590107 40.68186157527674, -73.91331627756081 40.68187074400774, -73.91330812038485 40.681824282116224))"
"2020-05-12T14:34:32.000","2020-06-22T00:00:00.000","3385304","B","Completely Locked","975843","2020-08-12T21:57:08.000","B315","B315","B-13","Reopened","B315-BLG1161","POLYGON ((-73.99265062837405 40.57364030849287, -73.99271768972923 40.573634109050275, -73.9927264749142 40.57368937119351, -73.99265941350441 40.57369556974067, -73.99265062837405 40.57364030849287))"
"2020-05-12T14:34:31.000","2020-06-23T00:00:00.000","3196565","B","Completely Locked","500528","2020-08-12T21:57:08.000","B296","B296","B-13","UnderConstruction","B296-BLG1151","POLYGON ((-73.97876572483952 40.57605315184195, -73.97882830100374 40.57601292436186, -73.9788814683304 40.57606100953985, -73.97881889215311 40.57610123704871, -73.97876572483952 40.57605315184195))"
,,"3424878","B",,"1281390","2020-08-12T21:57:08.000","B169","B169-ZN07A","B-13","Active","B169-ZN07A-BLG1145","POLYGON ((-73.99236604467428 40.57166476862788, -73.99222291883467 40.571676719795946, -73.99221900127993 40.571649434533825, -73.99236212706168 40.571637484271136, -73.99236604467428 40.57166476862788))"
"2020-05-12T14:34:29.000","2020-06-22T00:00:00.000","3412710","B","Completely Locked","780905","2020-08-12T21:57:08.000","B337","B337","B-13","Reopened","B337-BLG1129","POLYGON ((-73.97014561879095 40.57700007258937, -73.97021689896935 40.57696075438886, -73.97022597333854 40.57697031940831, -73.97028144138152 40.57693972224841, -73.97034275573965 40.577004347108264, -73.97028728767144 40.57703494339704, -73.97029738908378 40.57704558930562, -73.97022610886218 40.57708490755573, -73.97014561879095 40.57700007258937))"
